ID	Genome name	Taxonomy	Genome size(Mb)	GC(%)	GenBank accession number	BioProject
Tte0	Thermoproteus tenax Kra 1	Archaea; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Thermoproteus.	1.84	55.10	FN869859	PRJNA74443
Csa0	Clostridium saccharobutylicum DSM 13864	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	5.11	28.70	CP006721	PRJNA223284
GM20	Geobacter sp. M21	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Geobacteraceae; Geobacter.	4.75	60.50	CP001661	PRJNA59037
CPo2	Candidatus Portiera aleyrodidarum TV	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Zymobacter group; whitefly endosymbionts; Candidatus Portiera.	0.28	24.70	CP004358	PRJNA195460
Csa2	Cronobacter sakazakii SP291 Sp291	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Cronobacter.	4.52	56.82	CP004091	PRJNA189241
Mev0	Methanohalobium evestigatum Z-7303	Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanohalobium.	2.41	36.4	CP002069	PRJNA49857
ML50	Micromonospora sp. L5	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micromonosporineae; Micromonosporaceae; Micromonospora.	6.96	72.80	CP002399	PRJNA45895
Dac4	Denitrovibrio acetiphilus DSM 12809	Bacteria; Deferribacteres; Deferribacterales; Deferribacteraceae; Denitrovibrio.	3.22	42.50	CP001968	PRJNA46657
Cme0	Cupriavidus metallidurans CH34	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus.	6.91	63.52	CP000352	PRJNA57815
CAt0	Candidatus Atelocyanobacterium thalassa isolate ALOHA	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Candidatus Atelocyanobacterium.	1.44	31.10	CP001842	PRJNA43697
PY40	Paenibacillus sp. Y412MC10	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus.	7.12	51.20	CP001793	PRJNA41127
Mlo0	Mesorhizobium loti MAFF303099	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium.	7.6	62.47	BA000012	PRJNA57601
Dly0	Dehalogenimonas lykanthroporepellens BL-DC-9	Bacteria; Chloroflexi; Dehalococcoidia; Dehalogenimonas.	1.69	55.00	CP002084	PRJNA48131
Tbr0	Treponema brennaborense DSM 12168	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema.	3.06	51.50	CP002696	PRJNA66607
Tbr1	Thermoanaerobacter brockii subsp. finnii Ako-1	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Thermoanaerobacter.	2.34	34.50	CP002466	PRJNA55639
Mne0	Mycobacterium neoaurum VKM Ac-1815D	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium.	5.42	66.90	CP006936	PRJNA199859
Sel0	Synechococcus elongatus PCC 7942	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Synechococcus.	2.74	55.46	CP000100	PRJNA58045
Sel1	Synechococcus elongatus PCC 6301	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Synechococcus.	2.7	55.50	AP008231	PRJNA58235
Asa2	Aliivibrio salmonicida LFI1238	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Aliivibrio.	4.66	38.94	FM178379,FM178380	PRJNA59251
Oac0	Oscillatoria acuminata PCC 6304	Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales; Oscillatoria.	7.8	47.61	CP003607	PRJNA183003
Axy0	Amphibacillus xylanus NBRC 15112	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Amphibacillus.	2.57	35.70	AP012050	PRJNA176453
Axy1	Achromobacter xylosoxidans A8	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter.	7.36	65.79	CP002287	PRJNA59899
Ste0	Sebaldella termitidis ATCC 33386	Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Sebaldella.	4.49	33.42	CP001739	PRJNA41865
AK0	Anaeromyxobacter sp. K	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Cystobacterineae; Anaeromyxobacteraceae; Anaeromyxobacter.	5.06	74.80	CP001131	PRJNA58953
Rpi1	Ralstonia pickettii DTP0602	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia.	8.13	65.91	CP006667,CP006668,CP006669	PRJNA222229
Rpi0	Ralstonia pickettii 12D	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia.	5.69	63.34	CP001644,CP001645	PRJNA58859
Rpi2	Ralstonia pickettii 12J	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia.	5.33	63.62	CP001068,CP001069	PRJNA58737
Nmo0	Natronomonas moolapensis 8.8.11	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Natronomonas.	2.91	64.50	HF582854	PRJNA190182
Cla2	Caldisphaera lagunensis DSM 15908	Archaea; Crenarchaeota; Thermoprotei; Acidilobales; Caldisphaeraceae; Caldisphaera.	1.55	30.00	CP003378	PRJNA183486
Cla0	Caldicellulosiruptor lactoaceticus 6A	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor.	2.67	36.10	CP003001	PRJNA60575
Cla1	Campylobacter lari RM2100	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter.	1.57	29.62	CP000932	PRJNA58115
Apr1	alpha proteobacterium HIMB59	Bacteria; Proteobacteria; Alphaproteobacteria; SAR11 cluster.	1.41	32.30	CP003801	PRJNA175778
SCC1	Synechococcus sp. CC9311	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Synechococcus.	2.61	52.40	CP000435	PRJNA58123
Ooe0	Oenococcus oeni PSU-1	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Oenococcus.	1.78	37.90	CP000411	PRJNA59417
Ctr9	Chlamydia trachomatis RC-L2(s)/46	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.04	41.30	CP002672	PRJNA213386
Ctr8	Chlamydia trachomatis L1/115	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.05	41.26	HE601952	PRJNA196784
Ctr3	Chlamydia trachomatis Ia20-97	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.04	41.30	CP006678	PRJNA216090
Ctr2	Chlamydia trachomatis A/363	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.05	41.26	HE601796	PRJNA196769
Ctr1	Chlamydia trachomatis L2b/UCH-1/proctitis	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.04	41.30	AM884177	PRJNA61635
Ctr0	Chlamydia trachomatis RC-F(s)/852	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.08	41.50	CP002673	PRJNA213387
Ctr7	Chlamydia trachomatis J/31-98	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.04	41.30	CP006680	PRJNA216090
Ctr6	Chlamydia trachomatis F/1-93	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.04	41.30	CP006671	PRJNA216090
Ctr5	Chlamydia trachomatis RC-J(s)/122	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.06	41.50	CP002678	PRJNA213392
Ctr4	Chlamydia trachomatis A/HAR-13	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.05	41.26	CP000051	PRJNA58333
BCr0	Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Blattabacteriaceae; Blattabacterium.	0.61	23.84	CP003015	PRJNA81083
Gsu0	Geobacter sulfurreducens KN400	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Geobacteraceae; Geobacter.	3.71	61.00	CP002031	PRJNA161977
Mpo0	Marinomonas posidonica IVIA-Po-181	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Marinomonas.	3.9	44.30	CP002771	PRJNA67323
Mpo1	Methylobacterium populi BJ001	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium.	5.85	69.37	CP001029	PRJNA58937
Ske0	Sanguibacter keddieii DSM 10542	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Sanguibacteraceae; Sanguibacter.	4.25	71.90	CP001819	PRJNA40845
Pcr0	Psychrobacter cryohalolentis K5	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Psychrobacter.	3.1	42.25	CP000323	PRJNA58373
Ahy0	Aeromonas hydrophila subsp. hydrophila ATCC 7966	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas.	4.74	61.50	CP000462	PRJNA58617
Ahy1	Aeromonas hydrophila ML09-119	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas.	5.02	60.80	CP005966	PRJNA205540
Bca0	Brucella canis ATCC 23365	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella.	3.31	57.24	CP000872,CP000873	PRJNA59009
Bca1	Brucella canis HSK A52141	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella.	3.28	57.24	CP003174,CP003175	PRJNA83613
Lin4	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.	4.63	35.00	AE016823,AE016824	PRJNA58065
Lin3	Lawsonia intracellularis N343	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Lawsonia.	1.72	33.09	CP004029	PRJNA186598
Awo0	Acetobacterium woodii DSM 1030	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Acetobacterium.	4.04	39.30	CP002987	PRJNA88073
Lin1	Leptospira interrogans serovar Lai str. IPAV	Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.	4.71	35.01	CP001221,CP001222	PRJNA161957
Lin0	Lawsonia intracellularis PHE/MN1-00	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Lawsonia.	1.72	33.09	AM180252	PRJNA61575
Ala0	Acholeplasma laidlawii PG-8A	Bacteria; Tenericutes; Mollicutes; Acholeplasmatales; Acholeplasmataceae; Acholeplasma.	1.5	31.90	CP000896	PRJNA58901
Gbe1	Geobacter bemidjiensis Bem	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Geobacteraceae; Geobacter.	4.62	60.30	CP001124	PRJNA58749
Mba0	Methanosarcina barkeri str. Fusaro	Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina.	4.87	39.26	CP000099	PRJNA57715
WwR0	Wolbachia sp. wRi	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Anaplasmataceae; Wolbachieae; Wolbachia.	1.45	35.20	CP001391	PRJNA59371
Sne0	Simkania negevensis Z	Bacteria; Chlamydiae; Chlamydiales; Simkaniaceae; Simkania.	2.63	41.62	FR872582	PRJNA68451
Chy0	Carboxydothermus hydrogenoformans Z-2901	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Carboxydothermus.	2.4	42.00	CP000141	PRJNA57821
Chy1	Caldicellulosiruptor hydrothermalis 108	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor.	2.77	36.10	CP002219	PRJNA60157
Xax1	Xanthomonas axonopodis pv. citri str. 306	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas.	5.27	64.74	AE008923	PRJNA57889
Xax0	Xanthomonas axonopodis pv. citrumelo F1	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas.	4.97	64.90	CP002914	PRJNA73179
Mar1	Methanocella arvoryzae MRE50	Archaea; Euryarchaeota; Methanomicrobia; Methanocellales; Methanocellaceae; Methanocella.	3.18	54.60	AM114193	PRJNA61623
PJD0	Paenibacillus sp. JDR-2	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus.	7.18	50.30	CP001656	PRJNA59021
Cho0	Campylobacter hominis ATCC BAA-381	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter.	1.71	31.71	CP000776	PRJNA58981
Hse0	Herbaspirillum seropedicae SmR1	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Herbaspirillum.	5.51	63.40	CP002039	PRJNA50427
Lan0	Listonella anguillarum M3	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio.	4.12	44.45	CP006699,CP006700	PRJNA217771
AL0	Arcobacter sp. L	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Arcobacter.	2.95	26.61	AP012048	PRJNA158135
Yps2	Yersinia pseudotuberculosis PB1/+	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Yersinia.	4.77	47.46	CP001048	PRJNA59153
Yps3	Yersinia pseudotuberculosis IP 32953	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Yersinia.	4.84	47.54	BX936398	PRJNA58157
Yps0	Yersinia pseudotuberculosis IP 31758	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Yersinia.	4.94	47.19	CP000720	PRJNA58487
Yps1	Yersinia pseudotuberculosis YPIII	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Yersinia.	4.69	47.50	CP000950	PRJNA59151
Ftu4	Francisella tularensis subsp. tularensis NE061598	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Francisellaceae; Francisella.	1.89	32.30	CP001633	PRJNA161973
Cph1	Chlorobium phaeobacteroides DSM 266	Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium/Pelodictyon group; Chlorobium.	3.13	48.40	CP000492	PRJNA58133
Cph0	Chlorobium phaeobacteroides BS1	Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium/Pelodictyon group; Chlorobium.	2.74	48.90	CP001101	PRJNA58131
Cph2	Chlorobium phaeovibrioides DSM 265	Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium/Pelodictyon group; Chlorobium.	1.97	53.00	CP000607	PRJNA58129
Pne1	Polynucleobacter necessarius subsp. necessarius STIR1	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Polynucleobacter.	1.56	45.60	CP001010	PRJNA58967
Pne0	Pyrobaculum neutrophilum V24Sta	Archaea; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum.	1.77	59.90	CP001014	PRJNA58421
Pne2	Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Polynucleobacter.	2.16	44.80	CP000655	PRJNA58611
Bma4	Burkholderia mallei SAVP1	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group.	5.23	68.37	CP000525,CP000526	PRJNA58387
Bma0	Burkholderia mallei ATCC 23344	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group.	5.84	68.52	CP000010,CP000011	PRJNA57725
Tit0	Thermoanaerobacter italicus Ab9	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Thermoanaerobacter.	2.45	34.10	CP001936	PRJNA46241
Bma2	Burkholderia mallei NCTC 10229	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group.	5.74	68.48	CP000545,CP000546	PRJNA58383
Cfl0	Cellulomonas flavigena DSM 20109	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Cellulomonadaceae; Cellulomonas.	4.12	74.30	CP001964	PRJNA48821
CPo0	Candidatus Portiera aleyrodidarum BT-B-HRs	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Zymobacter group; whitefly endosymbionts; Candidatus Portiera.	0.35	26.20	CP003708,CP003868	PRJNA176373
Rri2	Rickettsia rickettsii str. Brazil	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	1.26	32.50	CP003305	PRJNA88069
Rri1	Rickettsia rickettsii str. 'Sheila Smith'	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	1.26	32.50	CP000848	PRJNA58027
Rri0	Rickettsia rickettsii str. Arizona	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	1.27	32.40	CP003307	PRJNA86655
Pis0	Pyrobaculum islandicum DSM 4184	Archaea; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum.	1.83	49.60	CP000504	PRJNA58635
Rri6	Rickettsia rickettsii str. Iowa	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	1.27	32.40	CP000766	PRJNA58961
Rri5	Rickettsia rickettsii str. Hino	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	1.27	32.50	CP003309	PRJNA86657
Rri4	Rickettsia rickettsii str. Colombia	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	1.27	32.50	CP003306	PRJNA86653
SHa0	Salinarchaeum sp. Harcht-Bsk1	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Salinarchaeum.	3.26	66.60	CP005962	PRJNA207001
TRQ0	Thermotoga sp. RQ2	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga.	1.88	46.20	CP000969	PRJNA58935
Asa1	Aeromonas salmonicida subsp. salmonicida A449	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas.	5.04	58.17	CP000644	PRJNA58631
Asa0	Acidilobus saccharovorans 345-15	Archaea; Crenarchaeota; Thermoprotei; Acidilobales; Acidilobaceae; Acidilobus.	1.5	57.20	CP001742	PRJNA51395
Msu2	Mannheimia succiniciproducens MBEL55E	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Basfia.	2.31	42.50	AE016827	PRJNA58197
Msu1	Mycoplasma suis KI3806	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	0.71	31.10	FQ790233	PRJNA63665
Msu0	Mycoplasma suis str. Illinois	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	0.74	31.10	CP002525	PRJNA61897
Hth0	Hydrogenobacter thermophilus TK-6	Bacteria; Aquificae; Aquificales; Aquificaceae; Hydrogenobacter.	1.74	44.00	AP011112,CP002221	PRJNA159875
SCC2	Synechococcus sp. CC9902	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Synechococcus.	2.23	54.20	CP000097	PRJNA58323
Mho0	Mycoplasma hominis ATCC 23114	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	0.67	27.10	FP236530	PRJNA41875
Mho1	Methanomethylovorans hollandica DSM 15978	Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanomethylovorans.	2.71	41.84	CP003362	PRJNA184864
Dal1	Desulfovibrio alaskensis G20	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio.	3.73	57.80	CP000112	PRJNA57941
Dal0	Desulfatibacillum alkenivorans AK-01	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobacteraceae; Desulfatibacillum.	6.52	54.50	CP001322	PRJNA58913
Dal2	Desulfurivibrio alkaliphilus AHT2	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobulbaceae; Desulfurivibrio.	3.1	60.30	CP001940	PRJNA49487
Sol0	Streptococcus oligofermentans AS 1.3089	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	2.14	42.10	CP004409	PRJNA201429
MJL0	Mycobacterium sp. JLS	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium.	6.05	68.40	CP000580	PRJNA58489
Mmy1	Mycoplasma mycoides subsp. mycoides SC str. PG1	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	1.21	24.00	BX293980	PRJNA58031
Mmy0	Mycoplasma mycoides subsp. mycoides SC str. Gladysdale	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	1.19	24.00	CP002107	PRJNA197153
Mmy2	Mycoplasma mycoides subsp. capri LC str. 95010	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	1.16	23.81	FQ377874	PRJNA66189
Rop0	Rhodococcus opacus B4	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Nocardiaceae; Rhodococcus.	8.83	67.63	AP011115	PRJNA13791
Mbo4	Mycoplasma bovis HB0801	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	0.99	29.30	CP002058	PRJNA168665
Mbo5	Mycobacterium bovis BCG str. Mexico	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex.	4.35	65.70	CP002095	PRJNA86889
Mbo6	Mycoplasma bovis Hubei-1	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	0.95	29.30	CP002513	PRJNA68691
Mbo7	Methanoregula boonei 6A8	Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanoregulaceae; Methanoregula.	2.54	54.50	CP000780	PRJNA58815
Mbo0	Mycoplasma bovis PG45	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	1.0	29.30	CP002188	PRJNA60859
Mbo1	Mycobacterium bovis BCG str. Korea 1168P	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex.	4.38	65.60	CP003900	PRJNA189029
Mbo2	Mycobacterium bovis BCG str. Tokyo 172	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex.	4.37	65.60	AP010918	PRJNA59281
Mbo3	Mycobacterium bovis BCG str. Pasteur 1173P2 BCG Pasteur 1173P2	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex.	4.37	65.60	AM408590	PRJNA58781
Orh0	Ornithobacterium rhinotracheale DSM 15997	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Ornithobacterium.	2.4	37.20	CP003283	PRJNA168256
